,BTC,DOGE,FTC,IXC,LTC,MEC,NMC,NVC,NXT,OMNI,PPC,XPM,XRP
2013-12-24,665.58,0.000686,0.272888,0.122467,17.64,0.49611000000000005,4.13,12.05,0.038054000000000004,107.16,3.32,2.22,0.022575
2013-12-25,682.21,0.000587,0.286528,0.11598900000000001,21.15,0.534457,4.63,12.93,0.064458,132.42,3.46,2.34,0.022042
2013-12-26,761.98,0.000602,0.36575,0.129925,24.76,0.8383299999999999,5.33,14.36,0.084504,186.7,3.98,2.75,0.024385
2013-12-27,735.07,0.000522,0.33813200000000004,0.126579,23.27,0.852615,4.84,13.64,0.0718,181.66,3.81,2.57,0.027076
2013-12-28,727.83,0.000459,0.334802,0.120077,22.56,0.816654,4.81,13.43,0.060045,170.1,4.25,2.58,0.027302999999999997
2013-12-29,745.05,0.000454,0.342723,0.121965,24.07,0.8404159999999999,5.01,13.78,0.056123,180.4,4.28,2.71,0.027218
2013-12-30,756.13,0.00041600000000000003,0.34781999999999996,0.09830499999999999,24.38,0.856347,5.12,13.85,0.050882,186.1,4.55,2.7,0.027460000000000002
2013-12-31,754.01,0.00042199999999999996,0.34684499999999996,0.12496199999999999,24.35,0.8672469999999999,5.1,13.64,0.052105,179.29,4.61,2.8,0.02733
2014-01-01,771.4,0.00044,0.354844,0.12645599999999999,24.62,0.850083,5.63,14.04,0.070191,156.2,5.74,3.35,0.026944
2014-01-02,802.39,0.00035299999999999996,0.44131400000000004,0.126754,25.76,0.830883,7.74,17.47,0.07367,143.66,7.47,4.22,0.028725999999999998
2014-01-03,818.72,0.000303,0.40936,0.11973800000000001,24.82,0.81872,7.35,16.22,0.060361,150.29,7.0,4.38,0.027627
2014-01-04,859.51,0.000301,0.42116000000000003,0.120117,25.11,0.8418899999999999,7.74,17.03,0.063287,174.3,7.23,4.4,0.028129
2014-01-05,933.53,0.000271,0.438759,0.12229200000000001,26.83,0.876491,7.84,17.33,0.06336,178.9,7.23,4.44,0.025230000000000002
2014-01-06,953.29,0.00025499999999999996,0.443111,0.134414,29.22,0.9710639999999999,7.94,17.45,0.052190999999999994,175.0,7.0,4.33,0.0257
2014-01-07,802.0,0.000225,0.33684000000000003,0.11552799999999999,23.25,0.7297239999999999,5.92,14.74,0.032487,131.49,5.37,3.19,0.022986000000000003
2014-01-08,842.72,0.00022799999999999999,0.379224,0.122047,24.39,0.758414,6.47,15.46,0.039949,125.75,6.07,3.43,0.023227
2014-01-09,846.86,0.000246,0.372618,0.118552,24.43,0.755992,6.55,15.6,0.04439,124.53,6.02,3.4,0.022368
2014-01-10,868.48,0.000373,0.373446,0.12158699999999999,24.93,0.812185,6.77,15.92,0.044329,136.41,5.96,3.51,0.022837
2014-01-11,913.95,0.000356,0.37472,0.125193,26.79,0.823368,6.89,16.4,0.044446,128.1,6.49,3.81,0.024019
2014-01-12,863.22,0.00034500000000000004,0.345288,0.113142,25.09,0.783597,6.53,15.41,0.040386,127.39,6.16,3.58,0.022044
2014-01-13,841.2,0.000278,0.34489200000000003,0.110222,24.27,0.746683,6.38,15.06,0.03797,90.85,6.0,3.39,0.021664
2014-01-14,833.27,0.000342,0.333308,0.112375,24.1,0.718529,6.27,14.93,0.03804,115.01,5.93,3.29,0.021186
2014-01-15,860.9,0.000413,0.335751,0.121768,25.22,0.7511869999999999,6.4,15.23,0.035674000000000004,125.36,6.11,3.46,0.022221
2014-01-16,835.63,0.000384,0.325896,0.11471500000000001,24.46,0.737586,6.18,14.87,0.032994,102.29,5.94,3.35,0.021024
2014-01-17,814.64,0.00041500000000000006,0.301417,0.1202,23.71,0.715555,5.91,14.29,0.029314,108.21,5.7,3.27,0.02053
2014-01-18,840.0,0.000588,0.3108,0.105025,24.55,0.73017,6.12,14.84,0.047652999999999994,125.15,5.84,3.27,0.021279
2014-01-19,870.96,0.000697,0.322255,0.117675,25.44,0.6969420000000001,6.4,15.02,0.052563,141.75,5.97,3.32,0.020875
2014-01-20,870.2,0.001253,0.321974,0.130574,25.2,0.67873,6.28,15.05,0.079037,131.79,5.9,3.25,0.019856
2014-01-21,863.91,0.001814,0.311364,0.126995,24.73,0.6262310000000001,6.11,14.57,0.103309,140.11,5.81,3.08,0.019927
2014-01-22,845.59,0.001497,0.304412,0.120776,23.65,0.788555,5.77,13.99,0.073608,126.09,5.4,2.88,0.019389
2014-01-23,822.04,0.0018,0.279494,0.11068800000000001,22.38,0.602975,5.35,13.71,0.073918,123.71,4.97,2.91,0.018535
2014-01-24,797.07,0.0017850000000000001,0.263033,0.103914,20.72,0.561974,4.97,12.76,0.070037,113.08,4.89,2.62,0.018126
2014-01-25,853.61,0.0018440000000000002,0.367052,0.105609,23.08,0.655265,5.92,14.38,0.07305199999999999,127.44,5.84,3.06,0.019141
2014-01-26,885.28,0.001594,0.327554,0.11435999999999999,24.12,0.6020260000000001,6.15,14.71,0.078029,106.46,6.04,3.45,0.020128
2014-01-27,771.39,0.001219,0.262273,0.10432999999999999,20.02,0.543089,5.04,12.33,0.06691,96.46,4.88,2.76,0.018966999999999998
2014-01-28,812.51,0.0013570000000000001,0.284378,0.105626,21.55,0.5777680000000001,5.24,12.63,0.0692,80.65,5.19,2.94,0.020605000000000002
2014-01-29,826.0,0.001602,0.2891,0.109214,21.92,0.5892270000000001,5.26,12.95,0.0626,74.2,5.28,2.95,0.020337
2014-01-30,819.03,0.001523,0.27847,0.10219,21.69,0.6130770000000001,5.26,12.73,0.062246,71.33,5.4,2.99,0.020337
2014-01-31,829.92,0.00156,0.29047199999999995,0.10646199999999999,22.13,0.626548,5.73,13.0,0.060841,80.41,6.01,3.1,0.020503999999999998
2014-02-01,832.58,0.001457,0.299729,0.10590799999999999,22.47,0.6338020000000001,5.63,13.1,0.06644,77.85,5.97,3.12,0.020697999999999998
2014-02-02,825.37,0.001279,0.28888,0.105235,22.4,0.656879,5.46,12.83,0.066888,86.74,5.77,3.02,0.02156
2014-02-03,823.83,0.001269,0.271864,0.108857,21.91,0.6063310000000001,5.33,12.52,0.063163,81.43,5.54,2.91,0.021402
2014-02-04,827.96,0.001161,0.28128800000000004,0.105288,21.46,0.608595,5.24,12.23,0.061588,76.54,5.61,2.97,0.020997
2014-02-05,811.91,0.001302,0.26011300000000004,0.10061200000000001,20.78,0.581882,5.07,11.74,0.059052999999999994,78.51,5.32,2.84,0.020357
2014-02-06,781.55,0.001306,0.24228200000000003,0.08497,19.91,0.52356,4.9,11.08,0.053799,62.99,5.06,2.69,0.019753
2014-02-07,712.4,0.001124,0.220694,0.08832999999999999,18.54,0.502987,4.36,10.29,0.049625999999999997,64.64,4.81,2.45,0.018377
2014-02-08,673.92,0.0010810000000000001,0.195297,0.08736000000000001,18.08,0.47561099999999995,4.26,9.71,0.04583,62.67,4.68,2.25,0.017487
2014-02-09,682.9,0.001291,0.204519,0.076814,18.22,0.524035,4.28,9.89,0.048928,62.35,4.68,2.34,0.01739
2014-02-10,681.03,0.0014140000000000001,0.272167,0.069549,17.74,0.48092799999999997,4.14,9.74,0.048088,63.36,4.53,2.28,0.016677
2014-02-11,672.17,0.001812,0.288729,0.077186,17.46,0.47148,4.2,10.01,0.047029,76.31,4.51,2.25,0.017681
2014-02-12,651.72,0.001818,0.260623,0.086603,16.95,0.44809099999999996,4.03,9.64,0.044943000000000004,70.72,4.22,2.16,0.017174000000000002
2014-02-13,605.24,0.001572,0.24220100000000003,0.0773,15.29,0.41065799999999997,3.57,8.71,0.049142,60.48,3.84,2.01,0.016079
2014-02-14,661.99,0.001584,0.26471,0.078638,16.41,0.433834,3.88,9.33,0.05954299999999999,68.82,4.26,2.19,0.016367
2014-02-15,650.92,0.0015220000000000001,0.26066100000000003,0.06902799999999999,16.17,0.40487,3.92,9.18,0.058058000000000005,78.27,4.29,2.1,0.016083
2014-02-16,616.63,0.001413,0.247394,0.08178099999999999,15.2,0.389552,3.69,8.65,0.057428,66.35,3.94,1.96,0.015338
2014-02-17,626.27,0.001343,0.250487,0.094512,15.49,0.397434,3.74,8.83,0.060302,73.94,4.03,1.98,0.015294
2014-02-18,626.6,0.001426,0.250702,0.08404299999999999,15.62,0.382121,3.77,8.75,0.060775,70.27,4.02,1.96,0.015286000000000001
2014-02-19,623.03,0.001344,0.273764,0.095134,15.73,0.373935,3.76,8.83,0.061002,66.91,4.05,1.97,0.015237
2014-02-20,556.14,0.001212,0.252089,0.080513,13.98,0.33865500000000004,3.26,7.64,0.05405,55.69,3.59,1.76,0.014251
2014-02-21,574.16,0.001208,0.256836,0.084361,13.89,0.328179,3.28,8.06,0.051198,46.85,3.67,1.75,0.015069999999999998
2014-02-22,605.42,0.0012779999999999998,0.266872,0.080837,14.94,0.409654,3.49,8.22,0.054222,54.98,3.8,1.84,0.015681999999999998
2014-02-23,605.82,0.001185,0.267984,0.088075,15.49,0.41535900000000003,3.6,8.42,0.050916,61.71,3.91,1.87,0.015412
2014-02-24,546.32,0.001075,0.240748,0.07713400000000001,14.55,0.364886,3.28,7.85,0.047205000000000004,55.79,3.56,1.66,0.013590000000000001
2014-02-25,538.71,0.000989,0.22117399999999998,0.064853,13.82,0.345425,3.23,7.57,0.048229,51.79,3.43,1.6,0.01299
2014-02-26,582.69,0.001186,0.233066,0.06644800000000001,14.23,0.36138899999999996,3.45,8.04,0.049579000000000005,59.6,3.5,1.66,0.014093000000000001
2014-02-27,578.77,0.001159,0.231436,0.065386,14.29,0.346137,3.41,7.99,0.047678,55.32,3.54,1.64,0.014153
2014-02-28,549.26,0.0010710000000000001,0.219687,0.06801,13.23,0.329881,3.27,7.39,0.043753,48.4,3.24,1.49,0.013666999999999999
2014-03-01,565.61,0.001057,0.225723,0.07055399999999999,13.65,0.317695,3.38,7.58,0.045723,51.95,3.29,1.48,0.013799
2014-03-02,559.79,0.000953,0.206656,0.067368,12.74,0.27894800000000003,3.29,7.15,0.04408,52.43,3.01,1.33,0.013543000000000001
2014-03-03,667.76,0.0011,0.226541,0.073642,14.27,0.349959,3.61,7.86,0.052426,61.51,3.37,1.57,0.015596
2014-03-04,666.78,0.001044,0.22692600000000002,0.065313,17.07,0.32659299999999997,3.83,8.34,0.05086,62.18,3.57,1.58,0.016135
2014-03-05,665.51,0.001059,0.22586399999999998,0.050462,16.34,0.31139,3.68,8.28,0.049819,60.1,3.54,1.56,0.016008
2014-03-06,663.86,0.0010119999999999999,0.218006,0.07624500000000001,16.46,0.303379,3.66,8.17,0.049447000000000005,62.06,3.48,1.49,0.015921
2014-03-07,629.15,0.0009279999999999999,0.213348,0.054049,15.85,0.267612,3.44,7.78,0.04686,57.47,3.33,1.45,0.015009
2014-03-08,617.45,0.000833,0.197728,0.069523,15.41,0.24713400000000002,3.35,7.72,0.046201,57.43,3.21,1.48,0.014403999999999998
2014-03-09,636.96,0.0008710000000000001,0.202557,0.063029,16.0,0.253852,3.42,7.74,0.046856999999999996,62.96,3.25,1.39,0.014745
2014-03-10,627.79,0.000778,0.199297,0.058401999999999996,16.01,0.2381,3.4,7.6,0.045415,76.26,3.2,1.4,0.014745
2014-03-11,634.11,0.000767,0.21511100000000002,0.063206,16.14,0.226963,3.39,7.34,0.044689,76.46,3.23,1.4,0.014279
2014-03-12,632.1,0.000906,0.20910399999999998,0.057722,17.18,0.228762,3.43,7.35,0.043914,73.87,3.35,1.4,0.014353
2014-03-13,638.14,0.000868,0.20913600000000002,0.062360000000000006,17.02,0.227338,3.39,7.13,0.040304,73.15,3.33,1.4,0.014333000000000002
2014-03-14,628.8,0.000867,0.206988,0.064716,16.59,0.187272,3.35,6.73,0.040754000000000005,73.88,3.24,1.37,0.014197999999999999
2014-03-15,636.12,0.00084,0.20879299999999998,0.055636,16.9,0.192678,3.37,6.83,0.037994,66.54,3.21,1.34,0.014344999999999998
2014-03-16,631.11,0.000826,0.201902,0.056761,17.35,0.17026,3.34,6.63,0.03235,68.3,3.21,1.28,0.014306000000000001
2014-03-17,622.37,0.000779,0.192694,0.054391999999999996,17.31,0.156229,3.24,6.52,0.032529,62.29,3.09,1.18,0.014112000000000001
2014-03-18,614.83,0.000767,0.17915699999999998,0.050218,19.42,0.198475,3.16,7.36,0.029814999999999998,54.43,2.96,1.24,0.01405
2014-03-19,609.89,0.000772,0.176646,0.050547,17.24,0.177196,3.05,6.95,0.031268000000000004,48.24,2.95,1.16,0.013963
2014-03-20,588.77,0.000723,0.169932,0.044248,16.47,0.158708,2.88,6.55,0.038357999999999996,51.85,2.73,1.08,0.013637999999999999
2014-03-21,571.49,0.0006889999999999999,0.154778,0.03914,15.7,0.158917,2.76,6.26,0.040457,48.28,2.69,1.06,0.01325
2014-03-22,565.04,0.000686,0.159743,0.040353,15.71,0.155201,2.74,6.17,0.040774,39.28,2.66,1.05,0.012953999999999999
2014-03-23,561.27,0.0007440000000000001,0.150766,0.043297,15.36,0.15321099999999999,2.9,6.43,0.041789,40.53,2.85,1.29,0.012651
2014-03-24,583.41,0.000743,0.169274,0.051702,16.19,0.158295,3.36,8.02,0.047341,51.27,3.06,1.22,0.012871
2014-03-25,583.92,0.000653,0.17327599999999999,0.03889,16.3,0.1532,2.82,6.31,0.037131,39.59,2.77,1.03,0.012830000000000001
2014-03-26,580.83,0.0006389999999999999,0.172333,0.030177,16.27,0.150084,2.78,6.27,0.034049,32.07,2.73,1.0,0.012594
2014-03-27,471.24,0.00046699999999999997,0.127448,0.028770999999999998,12.48,0.11019000000000001,2.24,5.3,0.025348,29.59,2.01,0.7520899999999999,0.010226
2014-03-28,495.67,0.000519,0.137977,0.032365,13.74,0.11191,2.39,5.51,0.029238999999999998,32.65,2.15,0.7876380000000001,0.010551000000000001
2014-03-29,491.17,0.000588,0.127659,0.027530000000000002,13.45,0.107716,2.41,5.45,0.028437999999999998,32.16,2.08,0.706616,0.010338
2014-03-30,460.27,0.00053,0.120465,0.025633,13.14,0.10326300000000001,2.29,5.05,0.028027999999999997,41.91,2.0,0.651371,0.009653
2014-03-31,457.0,0.000505,0.123203,0.02522,12.75,0.08641,2.26,5.22,0.028297000000000003,30.75,1.99,0.6233270000000001,0.008785
2014-04-01,478.38,0.000537,0.128198,0.027696,13.13,0.093442,2.35,5.39,0.030022000000000004,34.38,2.06,0.8458399999999999,0.008757
2014-04-02,437.14,0.000429,0.10881099999999999,0.025779000000000003,11.29,0.060524,1.94,4.52,0.028819,31.99,1.8,0.687208,0.007922
2014-04-03,444.72,0.00044800000000000005,0.107298,0.024257,11.05,0.059578,1.97,4.49,0.027982999999999997,31.53,1.85,0.8493430000000001,0.007944
2014-04-04,447.53,0.000446,0.106483,0.029613999999999998,11.02,0.062028,1.92,4.49,0.027944,36.05,1.82,0.808721,0.008094
2014-04-05,461.91,0.00047000000000000004,0.109895,0.026246,11.19,0.066307,1.97,4.57,0.029085000000000003,37.35,1.86,0.811631,0.008324
2014-04-06,460.5,0.00045999999999999996,0.110239,0.026853,11.64,0.068634,1.96,4.55,0.028437,37.42,1.86,0.82429,0.008246999999999999
2014-04-07,449.42,0.000458,0.100065,0.029550999999999997,11.26,0.072612,1.9,4.58,0.027627999999999996,37.08,1.83,0.812541,0.008034999999999999
2014-04-08,453.09,0.00045099999999999996,0.099801,0.028620999999999997,11.36,0.068393,1.9,4.41,0.027767,33.4,1.86,0.795289,0.008013
2014-04-09,442.73,0.00044100000000000004,0.09718500000000001,0.024552,11.19,0.06882200000000001,1.83,4.1,0.025383000000000003,32.52,1.82,0.757479,0.007866
2014-04-10,365.18,0.00034700000000000003,0.072575,0.025044,8.46,0.054768,1.39,3.18,0.019622,23.34,1.41,0.575141,0.006318
2014-04-11,420.95,0.00044,0.088165,0.032327,10.95,0.066072,1.72,3.67,0.023266,27.49,1.72,0.670504,0.006581999999999999
2014-04-12,421.12,0.00042,0.08004299999999999,0.039925,10.66,0.063124,1.76,3.62,0.023118,28.93,1.83,0.727622,0.006257
2014-04-13,414.06,0.000389,0.07897799999999999,0.060164999999999996,10.31,0.059274,1.64,3.48,0.021141999999999998,31.48,1.7,0.697407,0.005987
2014-04-14,458.79,0.00046100000000000004,0.088338,0.05510399999999999,11.52,0.094365,1.98,3.65,0.023771,36.16,2.02,0.777468,0.006518
2014-04-15,515.59,0.000587,0.128436,0.081356,13.25,0.147478,3.2,4.69,0.028085000000000002,37.42,2.97,1.02,0.007719
2014-04-16,527.4,0.000708,0.12648800000000002,0.077296,13.37,0.16334300000000002,2.9,4.5,0.02918,41.88,2.87,0.988082,0.007023000000000001
2014-04-17,495.96,0.000643,0.11464200000000001,0.057478999999999995,12.52,0.125693,2.71,4.41,0.025632,40.83,2.7,0.951742,0.006339
2014-04-18,479.64,0.000617,0.115051,0.056517,12.06,0.11397,2.5,4.13,0.025256,65.85,2.48,0.951685,0.00621
2014-04-19,501.57,0.000646,0.115469,0.08175299999999999,12.82,0.134192,2.68,4.24,0.025535,75.16,2.72,0.9944700000000001,0.0064730000000000005
2014-04-20,498.17,0.000629,0.10991500000000001,0.07298099999999999,12.62,0.127609,2.6,4.15,0.02575,68.92,2.64,0.965126,0.006214
2014-04-21,495.77,0.000621,0.119301,0.06629299999999999,12.5,0.127468,2.57,4.08,0.023794,75.92,2.61,0.956895,0.006142
2014-04-22,487.92,0.000588,0.116928,0.066179,12.07,0.11988,2.39,3.98,0.024373,85.59,2.49,0.9495600000000001,0.006059
2014-04-25,461.45,0.00047599999999999997,0.0923,0.066189,10.79,0.078786,2.23,3.63,0.020913,38.47,2.2,0.84545,0.005490999999999999
2014-04-26,458.6,0.000472,0.09135800000000001,0.067862,10.57,0.07622000000000001,2.22,3.41,0.021092,40.6,2.16,0.8224739999999999,0.0053939999999999995
2014-04-27,436.39,0.00044,0.08405599999999999,0.053114,9.92,0.067913,1.99,3.16,0.019811000000000002,34.98,2.02,0.7948350000000001,0.0048590000000000005
2014-04-28,440.29,0.000481,0.085083,0.054996,10.13,0.077514,2.03,3.08,0.021878,36.95,2.07,0.7933899999999999,0.005139
2014-04-29,447.21,0.000495,0.088723,0.062514,10.4,0.083962,2.11,3.09,0.021240000000000002,37.9,2.13,0.777257,0.005362
2014-04-30,447.64,0.0005009999999999999,0.08933300000000001,0.072555,10.9,0.08313999999999999,2.15,3.1,0.021998,36.59,2.18,0.771961,0.005364
2014-05-01,457.76,0.000504,0.090725,0.08290299999999999,11.1,0.083563,2.24,3.16,0.023056,36.78,2.22,0.790255,0.005413
2014-05-02,449.38,0.000482,0.085618,0.056095000000000006,10.5,0.076684,2.11,3.0,0.023129,35.03,2.11,0.7655390000000001,0.005315
2014-05-03,437.76,0.000462,0.082759,0.049033999999999994,10.31,0.07306499999999999,2.06,2.82,0.022949,33.39,2.08,0.742862,0.005024
2014-05-04,436.4,0.000468,0.082616,0.052048000000000004,10.32,0.074808,2.1,2.75,0.022593000000000002,32.34,2.09,0.729921,0.005024
2014-05-05,433.48,0.000454,0.079236,0.055123,10.18,0.073723,2.03,2.73,0.022459,31.27,2.06,0.719306,0.005214
2014-05-06,428.96,0.00045700000000000005,0.077779,0.05927999999999999,10.33,0.077519,2.02,2.72,0.022359999999999998,32.34,2.04,0.713769,0.005973
2014-05-07,438.82,0.00047300000000000006,0.079424,0.052192999999999996,10.51,0.08211900000000001,2.05,2.74,0.023280000000000002,33.81,2.05,0.7307520000000001,0.006351
2014-05-08,440.17,0.000471,0.078961,0.057042999999999996,10.45,0.081038,2.0,2.74,0.025994,34.58,2.07,0.72896,0.0060799999999999995
2014-05-09,449.46,0.0004940000000000001,0.084338,0.060413,10.75,0.093324,2.08,2.84,0.031175,33.85,2.18,0.735664,0.006063000000000001
2014-05-10,454.43,0.000478,0.077676,0.058704,10.73,0.091116,2.09,2.7,0.030755,33.18,2.15,0.708792,0.005975
2014-05-11,438.89,0.00045599999999999997,0.078779,0.05904500000000001,10.36,0.086754,2.05,2.68,0.029994,31.26,2.07,0.665796,0.005754
2014-05-12,441.46,0.000454,0.074657,0.058059000000000006,10.41,0.08959500000000001,2.04,2.67,0.031698000000000004,30.36,2.07,0.64173,0.005937
2014-05-13,440.67,0.000449,0.087514,0.056218,10.42,0.09034500000000001,2.03,2.58,0.031329,29.1,2.07,0.635704,0.00634
2014-05-14,443.97,0.00045599999999999997,0.081308,0.054065999999999996,10.43,0.093487,2.05,2.65,0.032095,30.18,2.09,0.6240899999999999,0.007154000000000001
2014-05-15,447.25,0.000455,0.080581,0.057404,10.45,0.09387100000000001,2.05,2.6,0.03507,25.74,2.09,0.6216229999999999,0.007098999999999999
2014-05-16,448.06,0.00045099999999999996,0.076763,0.057136,10.41,0.09373300000000001,2.04,2.49,0.036679,25.16,2.11,0.623107,0.0069099999999999995
2014-05-17,448.9,0.000453,0.077155,0.059188,10.35,0.09197899999999999,2.02,2.43,0.042779000000000005,24.78,2.09,0.610757,0.006487000000000001
2014-05-18,446.26,0.000449,0.075696,0.060146000000000005,10.36,0.091025,1.98,2.34,0.039048,23.4,2.07,0.609625,0.006004
2014-05-19,446.18,0.00044400000000000006,0.071823,0.05834400000000001,10.3,0.088549,1.98,2.22,0.036263,23.13,1.99,0.583006,0.006034
2014-05-20,485.72,0.000466,0.082066,0.060695000000000006,10.63,0.103649,2.16,2.4,0.039431,25.41,2.14,0.684403,0.006711
2014-05-21,491.77,0.00045599999999999997,0.078206,0.063539,10.59,0.094937,2.16,2.34,0.038027,26.68,2.17,0.67757,0.006669
2014-05-22,524.58,0.00042199999999999996,0.07422000000000001,0.070965,10.67,0.092546,2.35,2.38,0.039872000000000005,18.37,2.22,0.679884,0.003993
2014-05-23,520.22,0.000413,0.072915,0.06066900000000001,11.23,0.086092,2.47,2.51,0.036026,24.3,2.27,0.6934060000000001,0.003315
2014-05-24,525.14,0.00042699999999999997,0.072904,0.062652,11.1,0.085229,2.51,2.36,0.037982999999999996,24.46,2.33,0.675399,0.004111
2014-05-25,571.59,0.000425,0.072586,0.067014,11.53,0.094451,2.69,2.72,0.040872000000000006,28.53,2.42,0.694013,0.003646
2014-05-26,583.42,0.00040300000000000004,0.063737,0.06897,11.56,0.090294,2.65,2.57,0.041166,27.38,2.44,0.677814,0.0037990000000000003
2014-05-27,571.24,0.000397,0.06837,0.060936000000000004,11.15,0.09110399999999999,2.52,2.48,0.039779,24.69,2.27,0.6595949999999999,0.0046429999999999996
2014-05-28,577.06,0.000399,0.063328,0.068366,11.03,0.086975,2.45,2.4,0.04067,21.54,2.28,0.5982,0.005005
2014-05-29,568.18,0.00039,0.06239,0.088876,10.78,0.088062,2.34,2.27,0.04421,15.59,2.19,0.624028,0.004790999999999999
2014-05-30,615.33,0.00034700000000000003,0.062209,0.05597100000000001,11.25,0.086676,2.54,2.44,0.047576,16.74,2.21,0.611325,0.004232
2014-05-31,623.68,0.000339,0.059976,0.090489,10.93,0.079998,2.36,2.39,0.052295,23.21,2.04,0.5607979999999999,0.004146
2014-06-01,630.23,0.00040300000000000004,0.061045,0.079712,11.14,0.092629,2.28,2.41,0.057205,16.71,2.02,0.591827,0.004092
2014-06-02,660.62,0.000395,0.05511,0.07954,11.36,0.087565,2.32,2.28,0.060878999999999996,14.89,1.93,0.605358,0.004339
2014-06-03,667.6,0.000386,0.05409,0.071128,11.48,0.08677,2.33,2.28,0.06877,13.74,1.86,0.5880569999999999,0.004385
2014-06-04,641.61,0.000362,0.056662,0.067798,11.06,0.08428300000000001,2.22,2.12,0.074759,15.52,1.72,0.570513,0.003952000000000001
2014-06-05,659.26,0.00036,0.055893,0.064823,11.29,0.091348,2.02,2.09,0.09174299999999999,17.64,1.72,0.48987299999999995,0.003841
2014-06-06,653.7,0.000362,0.05563,0.061943,11.2,0.08427899999999999,1.95,2.06,0.07724199999999999,27.65,1.59,0.48543000000000003,0.003915999999999999
2014-06-07,654.97,0.000367,0.05545599999999999,0.06783099999999999,11.11,0.08722,1.98,2.01,0.075664,23.87,1.68,0.46634799999999993,0.003961
2014-06-08,656.14,0.00036,0.052432000000000006,0.058396,11.27,0.082449,2.08,2.06,0.064634,24.71,1.85,0.545341,0.003974
2014-06-09,649.16,0.000362,0.049210000000000004,0.055057,11.18,0.08431,2.01,2.02,0.073789,22.56,1.87,0.501984,0.004225
2014-06-10,653.15,0.00038199999999999996,0.0458,0.050781,11.11,0.08593300000000001,1.99,1.95,0.079428,18.43,1.78,0.48851300000000003,0.004547
2014-06-11,633.02,0.00042,0.047075,0.052716,10.94,0.082583,1.93,1.84,0.081425,20.22,1.78,0.49551999999999996,0.0044210000000000005
2014-06-12,586.95,0.00038199999999999996,0.040982,0.047120999999999996,10.17,0.076724,1.85,1.9,0.067578,20.98,1.64,0.434328,0.0040479999999999995
2014-06-13,600.16,0.000392,0.042618,0.048192,10.25,0.07781,1.87,1.87,0.075754,22.14,1.82,0.453524,0.004161
2014-06-14,577.36,0.000376,0.040510000000000004,0.04364,9.93,0.075664,1.83,1.82,0.070543,18.82,1.72,0.431594,0.004017
2014-06-15,592.94,0.00037400000000000004,0.05336900000000001,0.042088,9.94,0.073526,1.84,1.91,0.076291,19.74,1.74,0.460891,0.004197
2014-06-16,592.19,0.000365,0.048507,0.041514999999999996,9.71,0.073561,1.81,1.86,0.07321,19.81,1.71,0.43255200000000005,0.004173
2014-06-17,610.86,0.000363,0.04888,0.04057,9.66,0.072055,1.85,1.88,0.06917899999999999,21.18,1.77,0.427411,0.004264
2014-06-18,607.96,0.00035800000000000003,0.048408,0.038836,9.68,0.07005399999999999,1.81,1.91,0.07015199999999999,21.35,1.7,0.41973900000000003,0.004247
2014-06-19,598.07,0.000359,0.047937,0.035723000000000005,9.99,0.069688,1.79,1.84,0.068628,18.73,1.64,0.404904,0.004229999999999999
2014-06-20,594.15,0.00035299999999999996,0.047519,0.036742000000000004,9.83,0.064986,1.73,1.6,0.065083,17.78,1.62,0.380616,0.004188
2014-06-21,594.99,0.00034700000000000003,0.041760000000000005,0.044196,9.83,0.067365,1.75,1.71,0.06446,17.2,1.67,0.390911,0.00415
2014-06-22,602.27,0.000342,0.041977999999999994,0.038883,9.77,0.06627100000000001,1.9,1.61,0.066344,16.36,1.79,0.382643,0.004187
2014-06-23,593.98,0.00032599999999999996,0.041502,0.043391000000000006,9.72,0.066072,1.74,1.59,0.066848,14.95,1.64,0.357796,0.004085
2014-06-24,582.36,0.00031099999999999997,0.040777,0.043377,9.63,0.064834,1.73,1.57,0.065121,14.72,1.58,0.369752,0.0040490000000000005
2014-06-25,566.34,0.000269,0.039662,0.041748,9.19,0.064077,1.69,1.43,0.059778,14.03,1.4,0.355194,0.0039310000000000005
2014-06-26,581.14,0.000296,0.041141000000000004,0.042901999999999996,9.09,0.063411,1.68,1.45,0.060047,15.04,1.38,0.35233400000000004,0.004051
2014-06-27,597.26,0.000294,0.041765,0.043896,9.25,0.063322,1.75,1.51,0.05910700000000001,13.44,1.47,0.365719,0.003993
2014-06-28,596.55,0.000276,0.0418,0.043975,9.19,0.061421,1.69,1.5,0.055764,14.19,1.44,0.37071,0.003922999999999999
2014-06-29,602.72,0.000271,0.042138999999999996,0.045831000000000004,8.96,0.055670000000000004,1.67,1.51,0.05725,13.37,1.42,0.360658,0.004013
2014-06-30,639.8,0.000267,0.044607,0.050927999999999994,8.95,0.061235000000000005,1.68,1.49,0.062084,14.98,1.38,0.360773,0.0037799999999999995
2014-07-01,640.81,0.000259,0.044802,0.05001,7.79,0.059128999999999994,1.78,1.43,0.06209,15.54,1.39,0.342013,0.0036229999999999995
2014-07-02,650.88,0.000223,0.045457,0.047314,8.16,0.05434,1.8,1.38,0.061855999999999994,18.38,1.5,0.404692,0.0034840000000000006
2014-07-03,645.16,0.00021899999999999998,0.045029,0.046468999999999996,8.03,0.051351,1.93,1.61,0.06134,20.04,1.59,0.468218,0.00336
2014-07-04,630.69,0.000234,0.043989,0.044215,7.34,0.049935,1.82,1.54,0.055533000000000006,20.49,1.51,0.450034,0.003246
