,lookback_window,minimum_occurrence,minimum_length,alpha,size,strategy,win_rate,sharpe,mdd
554,60,100,1,0.1,binary,Mom. Rev.,0.5620253164556962,0.6053309464281235,0.9479627526489053
555,60,100,1,0.1,binary,Strategy,0.5265822784810127,0.8648331571227026,0.9441514642072316
556,60,100,1,0.1,continuous,Buy & Hold,0.5240506329113924,-0.9752051259965775,0.8264188961700726
557,60,100,1,0.1,continuous,Momentum,0.4379746835443038,-0.6053309464281235,0.9709561485627788
558,60,100,1,0.1,continuous,Mom. Rev.,0.5620253164556962,0.6053309464281235,0.9479627526489053
559,60,100,1,0.1,continuous,Strategy,0.5265822784810127,0.799204923797033,0.3220172581458165
560,60,100,1,0.1,trinary,Buy & Hold,0.5240506329113924,-0.9752051259965775,0.8264188961700726
561,60,100,1,0.1,trinary,Momentum,0.4379746835443038,-0.6053309464281235,0.9709561485627788
562,60,100,1,0.1,trinary,Mom. Rev.,0.5620253164556962,0.6053309464281235,0.9479627526489053
563,60,100,1,0.1,trinary,Strategy,0.04556962025316456,0.4117668423076475,0.5548878538820929
564,60,100,1,0.2,binary,Buy & Hold,0.5240506329113924,-0.9752051259965775,0.8264188961700726
565,60,100,1,0.2,binary,Momentum,0.4379746835443038,-0.6053309464281235,0.9709561485627788
566,60,100,1,0.2,binary,Mom. Rev.,0.5620253164556962,0.6053309464281235,0.9479627526489053
567,60,100,1,0.2,binary,Strategy,0.5215189873417722,0.4068534579391581,0.9662622202233283
568,60,100,1,0.2,continuous,Buy & Hold,0.5240506329113924,-0.9752051259965775,0.8264188961700726
569,60,100,1,0.2,continuous,Momentum,0.4379746835443038,-0.6053309464281235,0.9709561485627788
570,60,100,1,0.2,continuous,Mom. Rev.,0.5620253164556962,0.6053309464281235,0.9479627526489053
571,60,100,1,0.2,continuous,Strategy,0.5215189873417722,1.1733447342366405,0.16929586037503408
572,60,100,1,0.2,trinary,Buy & Hold,0.5240506329113924,-0.9752051259965775,0.8264188961700726
573,60,100,1,0.2,trinary,Momentum,0.4379746835443038,-0.6053309464281235,0.9709561485627788
574,60,100,1,0.2,trinary,Mom. Rev.,0.5620253164556962,0.6053309464281235,0.9479627526489053
575,60,100,1,0.2,trinary,Strategy,0.08354430379746836,1.8867234172771714,0.22226627742785487
576,60,100,3,0.05,binary,Buy & Hold,0.5240506329113924,-0.9752051259965775,0.8264188961700726
577,60,100,3,0.05,binary,Momentum,0.4379746835443038,-0.6053309464281235,0.9709561485627788
578,60,100,3,0.05,binary,Mom. Rev.,0.5620253164556962,0.6053309464281235,0.9479627526489053
579,60,100,3,0.05,binary,Strategy,0.5721518987341773,2.450018386762662,0.8041180399279995
580,60,100,3,0.05,continuous,Buy & Hold,0.5240506329113924,-0.9752051259965775,0.8264188961700726
581,60,100,3,0.05,continuous,Momentum,0.4379746835443038,-0.6053309464281235,0.9709561485627788
582,60,100,3,0.05,continuous,Mom. Rev.,0.5620253164556962,0.6053309464281235,0.9479627526489053
583,60,100,3,0.05,continuous,Strategy,0.5721518987341773,1.7907790178431213,0.2373937064929318
584,60,100,3,0.05,trinary,Buy & Hold,0.5240506329113924,-0.9752051259965775,0.8264188961700726
585,60,100,3,0.05,trinary,Momentum,0.4379746835443038,-0.6053309464281235,0.9709561485627788
586,60,100,3,0.05,trinary,Mom. Rev.,0.5620253164556962,0.6053309464281235,0.9479627526489053
587,60,100,3,0.05,trinary,Strategy,0.020253164556962026,0.934583579058425,0.09587376459918273
588,60,100,3,0.1,binary,Buy & Hold,0.5240506329113924,-0.9752051259965775,0.8264188961700726
589,60,100,3,0.1,binary,Momentum,0.4379746835443038,-0.6053309464281235,0.9709561485627788
590,60,100,3,0.1,binary,Mom. Rev.,0.5620253164556962,0.6053309464281235,0.9479627526489053
591,60,100,3,0.1,binary,Strategy,0.529113924050633,1.4152187741916706,0.9130044372412743
592,60,100,3,0.1,continuous,Buy & Hold,0.5240506329113924,-0.9752051259965775,0.8264188961700726
593,60,100,3,0.1,continuous,Momentum,0.4379746835443038,-0.6053309464281235,0.9709561485627788
594,60,100,3,0.1,continuous,Mom. Rev.,0.5620253164556962,0.6053309464281235,0.9479627526489053
595,60,100,3,0.1,continuous,Strategy,0.529113924050633,0.9988367893849013,0.3075617173496489
596,60,100,3,0.1,trinary,Buy & Hold,0.5240506329113924,-0.9752051259965775,0.8264188961700726
597,60,100,3,0.1,trinary,Momentum,0.4379746835443038,-0.6053309464281235,0.9709561485627788
598,60,100,3,0.1,trinary,Mom. Rev.,0.5620253164556962,0.6053309464281235,0.9479627526489053
599,60,100,3,0.1,trinary,Strategy,0.04050632911392405,0.0859075624279353,0.5291620348893291
600,60,100,3,0.2,binary,Buy & Hold,0.5240506329113924,-0.9752051259965775,0.8264188961700726
601,60,100,3,0.2,binary,Momentum,0.4379746835443038,-0.6053309464281235,0.9709561485627788
602,60,100,3,0.2,binary,Mom. Rev.,0.5620253164556962,0.6053309464281235,0.9479627526489053
603,60,100,3,0.2,binary,Strategy,0.5367088607594936,1.3419437750145198,0.8736365109448693
604,60,100,3,0.2,continuous,Buy & Hold,0.5240506329113924,-0.9752051259965775,0.8264188961700726
605,60,100,3,0.2,continuous,Momentum,0.4379746835443038,-0.6053309464281235,0.9709561485627788
606,60,100,3,0.2,continuous,Mom. Rev.,0.5620253164556962,0.6053309464281235,0.9479627526489053
607,60,100,3,0.2,continuous,Strategy,0.5367088607594936,1.2690855124214968,0.18333620059069222
608,60,100,3,0.2,trinary,Buy & Hold,0.5240506329113924,-0.9752051259965775,0.8264188961700726
609,60,100,3,0.2,trinary,Momentum,0.4379746835443038,-0.6053309464281235,0.9709561485627788
610,60,100,3,0.2,trinary,Mom. Rev.,0.5620253164556962,0.6053309464281235,0.9479627526489053
611,60,100,3,0.2,trinary,Strategy,0.0759493670886076,1.6937795631437966,0.2589048841469149
612,60,100,5,0.05,binary,Buy & Hold,0.5240506329113924,-0.9752051259965775,0.8264188961700726
613,60,100,5,0.05,binary,Momentum,0.4379746835443038,-0.6053309464281235,0.9709561485627788
614,60,100,5,0.05,binary,Mom. Rev.,0.5620253164556962,0.6053309464281235,0.9479627526489053
615,60,100,5,0.05,binary,Strategy,0.5544303797468354,1.8419837617143902,0.931515730032519
616,60,100,5,0.05,continuous,Buy & Hold,0.5240506329113924,-0.9752051259965775,0.8264188961700726
617,60,100,5,0.05,continuous,Momentum,0.4379746835443038,-0.6053309464281235,0.9709561485627788
618,60,100,5,0.05,continuous,Mom. Rev.,0.5620253164556962,0.6053309464281235,0.9479627526489053
619,60,100,5,0.05,continuous,Strategy,0.5518987341772152,1.1905278239528905,0.25459921251986384
620,60,100,5,0.05,trinary,Buy & Hold,0.5240506329113924,-0.9752051259965775,0.8264188961700726
621,60,100,5,0.05,trinary,Momentum,0.4379746835443038,-0.6053309464281235,0.9709561485627788
622,60,100,5,0.05,trinary,Mom. Rev.,0.5620253164556962,0.6053309464281235,0.9479627526489053
623,60,100,5,0.05,trinary,Strategy,0.012658227848101266,0.22991292763162927,0.09143242644857452
624,60,100,5,0.1,binary,Buy & Hold,0.5240506329113924,-0.9752051259965775,0.8264188961700726
625,60,100,5,0.1,binary,Momentum,0.4379746835443038,-0.6053309464281235,0.9709561485627788
626,60,100,5,0.1,binary,Mom. Rev.,0.5620253164556962,0.6053309464281235,0.9479627526489053
627,60,100,5,0.1,binary,Strategy,0.5240506329113924,0.04630120257560239,0.9911240136618916
628,60,100,5,0.1,continuous,Buy & Hold,0.5240506329113924,-0.9752051259965775,0.8264188961700726
629,60,100,5,0.1,continuous,Momentum,0.4379746835443038,-0.6053309464281235,0.9709561485627788
630,60,100,5,0.1,continuous,Mom. Rev.,0.5620253164556962,0.6053309464281235,0.9479627526489053
631,60,100,5,0.1,continuous,Strategy,0.5240506329113924,0.39518819396020327,0.4701847287526604
632,60,100,5,0.1,trinary,Buy & Hold,0.5240506329113924,-0.9752051259965775,0.8264188961700726
633,60,100,5,0.1,trinary,Momentum,0.4379746835443038,-0.6053309464281235,0.9709561485627788
634,60,100,5,0.1,trinary,Mom. Rev.,0.5620253164556962,0.6053309464281235,0.9479627526489053
635,60,100,5,0.1,trinary,Strategy,0.043037974683544304,0.5244605989445967,0.5249891063961983
636,60,100,5,0.2,binary,Buy & Hold,0.5240506329113924,-0.9752051259965775,0.8264188961700726
637,60,100,5,0.2,binary,Momentum,0.4379746835443038,-0.6053309464281235,0.9709561485627788
638,60,100,5,0.2,binary,Mom. Rev.,0.5620253164556962,0.6053309464281235,0.9479627526489053
639,60,100,5,0.2,binary,Strategy,0.49873417721518987,0.17962222171457096,0.9170731275285297
640,60,100,5,0.2,continuous,Buy & Hold,0.5240506329113924,-0.9752051259965775,0.8264188961700726
641,60,100,5,0.2,continuous,Momentum,0.4379746835443038,-0.6053309464281235,0.9709561485627788
642,60,100,5,0.2,continuous,Mom. Rev.,0.5620253164556962,0.6053309464281235,0.9479627526489053
643,60,100,5,0.2,continuous,Strategy,0.49873417721518987,0.5476261991383452,0.2702124518151202
644,60,100,5,0.2,trinary,Buy & Hold,0.5240506329113924,-0.9752051259965775,0.8264188961700726
645,60,100,5,0.2,trinary,Momentum,0.4379746835443038,-0.6053309464281235,0.9709561485627788
646,60,100,5,0.2,trinary,Mom. Rev.,0.5620253164556962,0.6053309464281235,0.9479627526489053
647,60,100,5,0.2,trinary,Strategy,0.05569620253164557,1.0532777947596337,0.3470068049607601
648,120,10,1,0.05,binary,Buy & Hold,0.5264550264550265,-0.9714758501836795,0.7899935601831706
649,120,10,1,0.05,binary,Momentum,0.43386243386243384,-0.06031280004860672,0.9254832602627772
650,120,10,1,0.05,binary,Mom. Rev.,0.5661375661375662,0.06031280004860672,0.9873884195836554
651,120,10,1,0.05,binary,Strategy,0.5026455026455027,-0.08388438280618614,0.9563065576727182
652,120,10,1,0.05,continuous,Buy & Hold,0.5264550264550265,-0.9714758501836795,0.7899935601831706
653,120,10,1,0.05,continuous,Momentum,0.43386243386243384,-0.06031280004860672,0.9254832602627772
654,120,10,1,0.05,continuous,Mom. Rev.,0.5661375661375662,0.06031280004860672,0.9873884195836554
655,120,10,1,0.05,continuous,Strategy,0.4973544973544973,0.327558409065089,0.4914750905173849
656,120,10,1,0.05,trinary,Buy & Hold,0.5264550264550265,-0.9714758501836795,0.7899935601831706
657,120,10,1,0.05,trinary,Momentum,0.43386243386243384,-0.06031280004860672,0.9254832602627772
658,120,10,1,0.05,trinary,Mom. Rev.,0.5661375661375662,0.06031280004860672,0.9873884195836554
659,120,10,1,0.05,trinary,Strategy,0.18253968253968253,0.9057572125622757,0.46147699477912607
660,120,10,1,0.1,binary,Buy & Hold,0.5264550264550265,-0.9714758501836795,0.7899935601831706
661,120,10,1,0.1,binary,Momentum,0.43386243386243384,-0.06031280004860672,0.9254832602627772
662,120,10,1,0.1,binary,Mom. Rev.,0.5661375661375662,0.06031280004860672,0.9873884195836554
663,120,10,1,0.1,binary,Strategy,0.4708994708994709,-0.07375193027493175,0.9708519316796445
664,120,10,1,0.1,continuous,Buy & Hold,0.5264550264550265,-0.9714758501836795,0.7899935601831706
665,120,10,1,0.1,continuous,Momentum,0.43386243386243384,-0.06031280004860672,0.9254832602627772
666,120,10,1,0.1,continuous,Mom. Rev.,0.5661375661375662,0.06031280004860672,0.9873884195836554
667,120,10,1,0.1,continuous,Strategy,0.4708994708994709,0.11362403727895014,0.6344994766416655
668,120,10,1,0.1,trinary,Buy & Hold,0.5264550264550265,-0.9714758501836795,0.7899935601831706
669,120,10,1,0.1,trinary,Momentum,0.43386243386243384,-0.06031280004860672,0.9254832602627772
670,120,10,1,0.1,trinary,Mom. Rev.,0.5661375661375662,0.06031280004860672,0.9873884195836554
671,120,10,1,0.1,trinary,Strategy,0.1693121693121693,0.16211614963596951,0.802769145370307
672,120,10,1,0.2,binary,Buy & Hold,0.5264550264550265,-0.9714758501836795,0.7899935601831706
673,120,10,1,0.2,binary,Momentum,0.43386243386243384,-0.06031280004860672,0.9254832602627772
674,120,10,1,0.2,binary,Mom. Rev.,0.5661375661375662,0.06031280004860672,0.9873884195836554
675,120,10,1,0.2,binary,Strategy,0.5105820105820106,0.27632635877122635,0.9421235701393195
676,120,10,1,0.2,continuous,Buy & Hold,0.5264550264550265,-0.9714758501836795,0.7899935601831706
677,120,10,1,0.2,continuous,Momentum,0.43386243386243384,-0.06031280004860672,0.9254832602627772
678,120,10,1,0.2,continuous,Mom. Rev.,0.5661375661375662,0.06031280004860672,0.9873884195836554
679,120,10,1,0.2,continuous,Strategy,0.5105820105820106,0.8752287623016578,0.32219529854515605
680,120,10,1,0.2,trinary,Buy & Hold,0.5264550264550265,-0.9714758501836795,0.7899935601831706
681,120,10,1,0.2,trinary,Momentum,0.43386243386243384,-0.06031280004860672,0.9254832602627772
682,120,10,1,0.2,trinary,Mom. Rev.,0.5661375661375662,0.06031280004860672,0.9873884195836554
683,120,10,1,0.2,trinary,Strategy,0.11904761904761904,1.2535728376697939,0.4641428007996695
684,120,10,3,0.05,binary,Buy & Hold,0.5264550264550265,-0.9714758501836795,0.7899935601831706
685,120,10,3,0.05,binary,Momentum,0.43386243386243384,-0.06031280004860672,0.9254832602627772
686,120,10,3,0.05,binary,Mom. Rev.,0.5661375661375662,0.06031280004860672,0.9873884195836554
687,120,10,3,0.05,binary,Strategy,0.5,-0.14718130377115288,0.9728167315454076
688,120,10,3,0.05,continuous,Buy & Hold,0.5264550264550265,-0.9714758501836795,0.7899935601831706
689,120,10,3,0.05,continuous,Momentum,0.43386243386243384,-0.06031280004860672,0.9254832602627772
690,120,10,3,0.05,continuous,Mom. Rev.,0.5661375661375662,0.06031280004860672,0.9873884195836554
691,120,10,3,0.05,continuous,Strategy,0.4947089947089947,0.3351485710956505,0.5263406696594151
692,120,10,3,0.05,trinary,Buy & Hold,0.5264550264550265,-0.9714758501836795,0.7899935601831706
693,120,10,3,0.05,trinary,Momentum,0.43386243386243384,-0.06031280004860672,0.9254832602627772
694,120,10,3,0.05,trinary,Mom. Rev.,0.5661375661375662,0.06031280004860672,0.9873884195836554
695,120,10,3,0.05,trinary,Strategy,0.164021164021164,0.35573537055274823,0.7611000011505791
696,120,10,3,0.1,binary,Buy & Hold,0.5264550264550265,-0.9714758501836795,0.7899935601831706
697,120,10,3,0.1,binary,Momentum,0.43386243386243384,-0.06031280004860672,0.9254832602627772
698,120,10,3,0.1,binary,Mom. Rev.,0.5661375661375662,0.06031280004860672,0.9873884195836554
699,120,10,3,0.1,binary,Strategy,0.4708994708994709,-0.18050866221074907,0.979669401179205
700,120,10,3,0.1,continuous,Buy & Hold,0.5264550264550265,-0.9714758501836795,0.7899935601831706
701,120,10,3,0.1,continuous,Momentum,0.43386243386243384,-0.06031280004860672,0.9254832602627772
702,120,10,3,0.1,continuous,Mom. Rev.,0.5661375661375662,0.06031280004860672,0.9873884195836554
703,120,10,3,0.1,continuous,Strategy,0.4708994708994709,-0.005200677130328682,0.675994879312227
704,120,10,3,0.1,trinary,Buy & Hold,0.5264550264550265,-0.9714758501836795,0.7899935601831706
705,120,10,3,0.1,trinary,Momentum,0.43386243386243384,-0.06031280004860672,0.9254832602627772
706,120,10,3,0.1,trinary,Mom. Rev.,0.5661375661375662,0.06031280004860672,0.9873884195836554
707,120,10,3,0.1,trinary,Strategy,0.15343915343915343,-0.2668387515102247,0.8791440853688541
708,120,10,3,0.2,binary,Buy & Hold,0.5264550264550265,-0.9714758501836795,0.7899935601831706
709,120,10,3,0.2,binary,Momentum,0.43386243386243384,-0.06031280004860672,0.9254832602627772
710,120,10,3,0.2,binary,Mom. Rev.,0.5661375661375662,0.06031280004860672,0.9873884195836554
711,120,10,3,0.2,binary,Strategy,0.5079365079365079,0.25807636265462364,0.9400155112608782
712,120,10,3,0.2,continuous,Buy & Hold,0.5264550264550265,-0.9714758501836795,0.7899935601831706
713,120,10,3,0.2,continuous,Momentum,0.43386243386243384,-0.06031280004860672,0.9254832602627772
714,120,10,3,0.2,continuous,Mom. Rev.,0.5661375661375662,0.06031280004860672,0.9873884195836554
715,120,10,3,0.2,continuous,Strategy,0.5079365079365079,1.0008520941900199,0.33787448198501624
716,120,10,3,0.2,trinary,Buy & Hold,0.5264550264550265,-0.9714758501836795,0.7899935601831706
717,120,10,3,0.2,trinary,Momentum,0.43386243386243384,-0.06031280004860672,0.9254832602627772
718,120,10,3,0.2,trinary,Mom. Rev.,0.5661375661375662,0.06031280004860672,0.9873884195836554
719,120,10,3,0.2,trinary,Strategy,0.11904761904761904,1.4970215187792992,0.43747381432403887
720,120,10,5,0.05,binary,Buy & Hold,0.5264550264550265,-0.9714758501836795,0.7899935601831706
721,120,10,5,0.05,binary,Momentum,0.43386243386243384,-0.06031280004860672,0.9254832602627772
722,120,10,5,0.05,binary,Mom. Rev.,0.5661375661375662,0.06031280004860672,0.9873884195836554
723,120,10,5,0.05,binary,Strategy,0.47619047619047616,-0.4563733682099482,0.9839811343391901
724,120,10,5,0.05,continuous,Buy & Hold,0.5264550264550265,-0.9714758501836795,0.7899935601831706
725,120,10,5,0.05,continuous,Momentum,0.43386243386243384,-0.06031280004860672,0.9254832602627772
726,120,10,5,0.05,continuous,Mom. Rev.,0.5661375661375662,0.06031280004860672,0.9873884195836554
727,120,10,5,0.05,continuous,Strategy,0.4708994708994709,0.35701952516489055,0.6184605983783007
728,120,10,5,0.05,trinary,Buy & Hold,0.5264550264550265,-0.9714758501836795,0.7899935601831706
729,120,10,5,0.05,trinary,Momentum,0.43386243386243384,-0.06031280004860672,0.9254832602627772
730,120,10,5,0.05,trinary,Mom. Rev.,0.5661375661375662,0.06031280004860672,0.9873884195836554
731,120,10,5,0.05,trinary,Strategy,0.18783068783068782,0.08907689268927321,0.8471080875610606
732,120,10,5,0.1,binary,Buy & Hold,0.5264550264550265,-0.9714758501836795,0.7899935601831706
733,120,10,5,0.1,binary,Momentum,0.43386243386243384,-0.06031280004860672,0.9254832602627772
734,120,10,5,0.1,binary,Mom. Rev.,0.5661375661375662,0.06031280004860672,0.9873884195836554
735,120,10,5,0.1,binary,Strategy,0.48677248677248675,-0.32589998582765173,0.9853898194001989
736,120,10,5,0.1,continuous,Buy & Hold,0.5264550264550265,-0.9714758501836795,0.7899935601831706
737,120,10,5,0.1,continuous,Momentum,0.43386243386243384,-0.06031280004860672,0.9254832602627772
738,120,10,5,0.1,continuous,Mom. Rev.,0.5661375661375662,0.06031280004860672,0.9873884195836554
739,120,10,5,0.1,continuous,Strategy,0.48677248677248675,-0.20950078842193062,0.7645083300182883
740,120,10,5,0.1,trinary,Buy & Hold,0.5264550264550265,-0.9714758501836795,0.7899935601831706
741,120,10,5,0.1,trinary,Momentum,0.43386243386243384,-0.06031280004860672,0.9254832602627772
742,120,10,5,0.1,trinary,Mom. Rev.,0.5661375661375662,0.06031280004860672,0.9873884195836554
743,120,10,5,0.1,trinary,Strategy,0.18518518518518517,0.17118820688030276,0.8740994078436068
744,120,10,5,0.2,binary,Buy & Hold,0.5264550264550265,-0.9714758501836795,0.7899935601831706
745,120,10,5,0.2,binary,Momentum,0.43386243386243384,-0.06031280004860672,0.9254832602627772
746,120,10,5,0.2,binary,Mom. Rev.,0.5661375661375662,0.06031280004860672,0.9873884195836554
747,120,10,5,0.2,binary,Strategy,0.4894179894179894,0.1431170493092105,0.9685933120263859
748,120,10,5,0.2,continuous,Buy & Hold,0.5264550264550265,-0.9714758501836795,0.7899935601831706
749,120,10,5,0.2,continuous,Momentum,0.43386243386243384,-0.06031280004860672,0.9254832602627772
750,120,10,5,0.2,continuous,Mom. Rev.,0.5661375661375662,0.06031280004860672,0.9873884195836554
751,120,10,5,0.2,continuous,Strategy,0.4894179894179894,0.949559309768014,0.4627942267768266
752,120,10,5,0.2,trinary,Buy & Hold,0.5264550264550265,-0.9714758501836795,0.7899935601831706
753,120,10,5,0.2,trinary,Momentum,0.43386243386243384,-0.06031280004860672,0.9254832602627772
754,120,10,5,0.2,trinary,Mom. Rev.,0.5661375661375662,0.06031280004860672,0.9873884195836554
755,120,10,5,0.2,trinary,Strategy,0.1349206349206349,1.5365086543849797,0.3826105468761809
756,120,50,1,0.05,binary,Buy & Hold,0.5264550264550265,-0.9714758501836795,0.7899935601831706
757,120,50,1,0.05,binary,Momentum,0.43386243386243384,-0.06031280004860672,0.9254832602627772
758,120,50,1,0.05,binary,Mom. Rev.,0.5661375661375662,0.06031280004860672,0.9873884195836554
759,120,50,1,0.05,binary,Strategy,0.5132275132275133,1.587224551846928,0.9402035556182906
760,120,50,1,0.05,continuous,Buy & Hold,0.5264550264550265,-0.9714758501836795,0.7899935601831706
761,120,50,1,0.05,continuous,Momentum,0.43386243386243384,-0.06031280004860672,0.9254832602627772
762,120,50,1,0.05,continuous,Mom. Rev.,0.5661375661375662,0.06031280004860672,0.9873884195836554
763,120,50,1,0.05,continuous,Strategy,0.5132275132275133,1.1992449179439055,0.16355522799423683
764,120,50,1,0.05,trinary,Buy & Hold,0.5264550264550265,-0.9714758501836795,0.7899935601831706
765,120,50,1,0.05,trinary,Momentum,0.43386243386243384,-0.06031280004860672,0.9254832602627772
766,120,50,1,0.05,trinary,Mom. Rev.,0.5661375661375662,0.06031280004860672,0.9873884195836554
767,120,50,1,0.05,trinary,Strategy,0.05555555555555555,1.4482000858127804,0.20153667000001496
768,120,50,1,0.1,binary,Buy & Hold,0.5264550264550265,-0.9714758501836795,0.7899935601831706
769,120,50,1,0.1,binary,Momentum,0.43386243386243384,-0.06031280004860672,0.9254832602627772
770,120,50,1,0.1,binary,Mom. Rev.,0.5661375661375662,0.06031280004860672,0.9873884195836554
771,120,50,1,0.1,binary,Strategy,0.5026455026455027,0.9244756358476472,0.9219686231563781
772,120,50,1,0.1,continuous,Buy & Hold,0.5264550264550265,-0.9714758501836795,0.7899935601831706
773,120,50,1,0.1,continuous,Momentum,0.43386243386243384,-0.06031280004860672,0.9254832602627772
774,120,50,1,0.1,continuous,Mom. Rev.,0.5661375661375662,0.06031280004860672,0.9873884195836554
775,120,50,1,0.1,continuous,Strategy,0.5026455026455027,0.8005885599445933,0.44900239394832275
776,120,50,1,0.1,trinary,Buy & Hold,0.5264550264550265,-0.9714758501836795,0.7899935601831706
777,120,50,1,0.1,trinary,Momentum,0.43386243386243384,-0.06031280004860672,0.9254832602627772
778,120,50,1,0.1,trinary,Mom. Rev.,0.5661375661375662,0.06031280004860672,0.9873884195836554
779,120,50,1,0.1,trinary,Strategy,0.10317460317460317,0.8537380938882401,0.5738277816862164
780,120,50,1,0.2,binary,Buy & Hold,0.5264550264550265,-0.9714758501836795,0.7899935601831706
781,120,50,1,0.2,binary,Momentum,0.43386243386243384,-0.06031280004860672,0.9254832602627772
782,120,50,1,0.2,binary,Mom. Rev.,0.5661375661375662,0.06031280004860672,0.9873884195836554
783,120,50,1,0.2,binary,Strategy,0.5211640211640212,-0.16304078017027904,0.9927370308718514
784,120,50,1,0.2,continuous,Buy & Hold,0.5264550264550265,-0.9714758501836795,0.7899935601831706
785,120,50,1,0.2,continuous,Momentum,0.43386243386243384,-0.06031280004860672,0.9254832602627772
786,120,50,1,0.2,continuous,Mom. Rev.,0.5661375661375662,0.06031280004860672,0.9873884195836554
787,120,50,1,0.2,continuous,Strategy,0.5211640211640212,0.22663618518759385,0.6040987524111183
788,120,50,1,0.2,trinary,Buy & Hold,0.5264550264550265,-0.9714758501836795,0.7899935601831706
789,120,50,1,0.2,trinary,Momentum,0.43386243386243384,-0.06031280004860672,0.9254832602627772
790,120,50,1,0.2,trinary,Mom. Rev.,0.5661375661375662,0.06031280004860672,0.9873884195836554
791,120,50,1,0.2,trinary,Strategy,0.13756613756613756,0.3940893510162164,0.8103885500835202
792,120,50,3,0.05,binary,Buy & Hold,0.5264550264550265,-0.9714758501836795,0.7899935601831706
793,120,50,3,0.05,binary,Momentum,0.43386243386243384,-0.06031280004860672,0.9254832602627772
794,120,50,3,0.05,binary,Mom. Rev.,0.5661375661375662,0.06031280004860672,0.9873884195836554
795,120,50,3,0.05,binary,Strategy,0.5211640211640212,1.687065785245983,0.9380337736156301
796,120,50,3,0.05,continuous,Buy & Hold,0.5264550264550265,-0.9714758501836795,0.7899935601831706
797,120,50,3,0.05,continuous,Momentum,0.43386243386243384,-0.06031280004860672,0.9254832602627772
798,120,50,3,0.05,continuous,Mom. Rev.,0.5661375661375662,0.06031280004860672,0.9873884195836554
799,120,50,3,0.05,continuous,Strategy,0.5211640211640212,1.1938388420842283,0.15898216679907318
800,120,50,3,0.05,trinary,Buy & Hold,0.5264550264550265,-0.9714758501836795,0.7899935601831706
801,120,50,3,0.05,trinary,Momentum,0.43386243386243384,-0.06031280004860672,0.9254832602627772
802,120,50,3,0.05,trinary,Mom. Rev.,0.5661375661375662,0.06031280004860672,0.9873884195836554
803,120,50,3,0.05,trinary,Strategy,0.05291005291005291,1.0475586066530351,0.2107485466546679
804,120,50,3,0.1,binary,Buy & Hold,0.5264550264550265,-0.9714758501836795,0.7899935601831706
805,120,50,3,0.1,binary,Momentum,0.43386243386243384,-0.06031280004860672,0.9254832602627772
806,120,50,3,0.1,binary,Mom. Rev.,0.5661375661375662,0.06031280004860672,0.9873884195836554
807,120,50,3,0.1,binary,Strategy,0.4894179894179894,0.8117827457783496,0.9124269247740199
808,120,50,3,0.1,continuous,Buy & Hold,0.5264550264550265,-0.9714758501836795,0.7899935601831706
809,120,50,3,0.1,continuous,Momentum,0.43386243386243384,-0.06031280004860672,0.9254832602627772
810,120,50,3,0.1,continuous,Mom. Rev.,0.5661375661375662,0.06031280004860672,0.9873884195836554
811,120,50,3,0.1,continuous,Strategy,0.4894179894179894,0.9460214959950539,0.42587521936075645
812,120,50,3,0.1,trinary,Buy & Hold,0.5264550264550265,-0.9714758501836795,0.7899935601831706
813,120,50,3,0.1,trinary,Momentum,0.43386243386243384,-0.06031280004860672,0.9254832602627772
814,120,50,3,0.1,trinary,Mom. Rev.,0.5661375661375662,0.06031280004860672,0.9873884195836554
815,120,50,3,0.1,trinary,Strategy,0.10846560846560846,0.506239144680626,0.6559327091944729
816,120,50,3,0.2,binary,Buy & Hold,0.5264550264550265,-0.9714758501836795,0.7899935601831706
817,120,50,3,0.2,binary,Momentum,0.43386243386243384,-0.06031280004860672,0.9254832602627772
818,120,50,3,0.2,binary,Mom. Rev.,0.5661375661375662,0.06031280004860672,0.9873884195836554
819,120,50,3,0.2,binary,Strategy,0.5264550264550265,-0.08977327745824171,0.9906325117697611
820,120,50,3,0.2,continuous,Buy & Hold,0.5264550264550265,-0.9714758501836795,0.7899935601831706
821,120,50,3,0.2,continuous,Momentum,0.43386243386243384,-0.06031280004860672,0.9254832602627772
822,120,50,3,0.2,continuous,Mom. Rev.,0.5661375661375662,0.06031280004860672,0.9873884195836554
823,120,50,3,0.2,continuous,Strategy,0.5264550264550265,0.2594426547699571,0.5988650715128523
824,120,50,3,0.2,trinary,Buy & Hold,0.5264550264550265,-0.9714758501836795,0.7899935601831706
825,120,50,3,0.2,trinary,Momentum,0.43386243386243384,-0.06031280004860672,0.9254832602627772
826,120,50,3,0.2,trinary,Mom. Rev.,0.5661375661375662,0.06031280004860672,0.9873884195836554
827,120,50,3,0.2,trinary,Strategy,0.1349206349206349,0.5175110342265732,0.7915541190945381
828,120,50,5,0.05,binary,Buy & Hold,0.5264550264550265,-0.9714758501836795,0.7899935601831706
829,120,50,5,0.05,binary,Momentum,0.43386243386243384,-0.06031280004860672,0.9254832602627772
830,120,50,5,0.05,binary,Mom. Rev.,0.5661375661375662,0.06031280004860672,0.9873884195836554
831,120,50,5,0.05,binary,Strategy,0.5132275132275133,0.4613911658569075,0.9668528308672178
832,120,50,5,0.05,continuous,Buy & Hold,0.5264550264550265,-0.9714758501836795,0.7899935601831706
